Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/08/01 00:10,9376,819053A30,9376,819053A30,15367.43,US Dollar,15367.43,US Dollar,Reinvestment,0
2022/08/01 00:27,3503,80415CD40,3503,80415CD40,28404.21,US Dollar,28404.21,US Dollar,Reinvestment,0
2022/08/01 00:26,291960,850884CF0,291960,850884CF0,5.83,US Dollar,5.83,US Dollar,Reinvestment,0
2022/08/01 00:20,31562,816EA37B0,31562,816EA37B0,16463.0,US Dollar,16463.0,US Dollar,Reinvestment,0
2022/08/01 00:06,29507,81E78F3B0,29507,81E78F3B0,1177.37,US Dollar,1177.37,US Dollar,Reinvestment,0
2022/08/01 00:21,5655,83063FCC0,5655,83063FCC0,12233.15,US Dollar,12233.15,US Dollar,Reinvestment,0
2022/08/01 00:28,18822,816451690,18822,816451690,5.37,US Dollar,5.37,US Dollar,Reinvestment,0
2022/08/01 00:02,40363,850A47600,40363,850A47600,23.7,US Dollar,23.7,US Dollar,Reinvestment,0
2022/08/01 00:07,3121015,82C37C080,3121015,82C37C080,11228.34,US Dollar,11228.34,US Dollar,Reinvestment,0
2022/08/01 00:06,2107829,82BC73610,2107829,82BC73610,60.38,US Dollar,60.38,US Dollar,Reinvestment,0
2022/08/01 00:12,353040,817E9E2F0,353040,817E9E2F0,4208.84,US Dollar,4208.84,US Dollar,Reinvestment,0
2022/08/01 00:19,225015,81DD1A9E0,225015,81DD1A9E0,14213.19,US Dollar,14213.19,US Dollar,Reinvestment,0
2022/08/01 00:23,25642,83F88B680,25642,83F88B680,30388.57,US Dollar,30388.57,US Dollar,Reinvestment,0
2022/08/01 00:28,70,100428660,8917,803A56720,43216.84,US Dollar,43216.84,US Dollar,Cheque,0
2022/08/01 00:08,119038,834906E40,119038,834906E40,24.89,US Dollar,24.89,US Dollar,Reinvestment,0
2022/08/01 00:15,111554,830AC2330,111554,830AC2330,8.33,US Dollar,8.33,US Dollar,Reinvestment,0
2022/08/01 00:27,70,100428660,110968,808591AE0,97727.36,US Dollar,97727.36,US Dollar,Cash,0
2022/08/01 00:00,2136377,846FAA060,2136377,846FAA060,21.55,US Dollar,21.55,US Dollar,Reinvestment,0
2022/08/01 00:12,235600,820EA0520,235600,820EA0520,20.16,US Dollar,20.16,US Dollar,Reinvestment,0
2022/08/01 00:27,5965,80C603110,130280,8515399E0,9105.69,US Dollar,9105.69,US Dollar,Credit Card,0
2022/08/01 00:09,11796,84740EA10,186238,850EA0E00,76094.42,US Dollar,76094.42,US Dollar,Cheque,0
2022/08/01 00:09,9376,807D6B0D0,112599,807D9C1B0,368.69,US Dollar,368.69,US Dollar,ACH,0
2022/08/01 00:24,8903,84252BC30,8903,84252BC30,35129.67,US Dollar,35129.67,US Dollar,Reinvestment,0
2022/08/01 00:10,1488,8028EE640,1488,8028EE640,158189.28,US Dollar,158189.28,US Dollar,Reinvestment,0
2022/08/01 00:17,8285,807BBD190,8285,807BBD190,670.25,US Dollar,670.25,US Dollar,Reinvestment,0
2022/08/01 00:09,13843,81786C9F0,287977,821201760,4775517.93,US Dollar,4775517.93,US Dollar,ACH,0
2022/08/01 00:13,16327,81E55A1F0,16327,81E55A1F0,14277.35,US Dollar,14277.35,US Dollar,Reinvestment,0
2022/08/01 00:13,11587,80FC099A0,11587,80FC099A0,111027.85,US Dollar,111027.85,US Dollar,Reinvestment,0
2022/08/01 00:12,11304,839EABCE0,11304,839EABCE0,5.74,US Dollar,5.74,US Dollar,Reinvestment,0
2022/08/01 00:18,32382,800DB6C40,32382,800DB6C40,26972.25,Euro,26972.25,Euro,Reinvestment,0
2022/08/01 00:19,35017,82767B910,35017,82767B910,6297.81,US Dollar,6297.81,US Dollar,Reinvestment,0
2022/08/01 00:20,12696,80371EC20,12696,80371EC20,19.38,US Dollar,19.38,US Dollar,Reinvestment,0
2022/08/01 00:28,3503,801C92E40,1131885,847ACEA90,458687.67,US Dollar,458687.67,US Dollar,Wire,0
2022/08/01 00:15,5655,8026019D0,5655,8026019D0,2958.49,US Dollar,2958.49,US Dollar,Reinvestment,0
2022/08/01 00:20,223529,8356C9760,223529,8356C9760,3.64,US Dollar,3.64,US Dollar,Reinvestment,0
2022/08/01 00:05,544,84DBB5820,544,84DBB5820,22.36,US Dollar,22.36,US Dollar,Reinvestment,0
2022/08/01 00:05,28291,8170FFD40,26989,851E04360,300882.63,US Dollar,300882.63,US Dollar,Cheque,0
2022/08/01 00:14,2127524,83DCF4220,197477,84CE3E3B0,1307.54,US Dollar,1307.54,US Dollar,Cheque,0
2022/08/01 00:27,2124126,8467E93B0,2124126,8467E93B0,24.94,US Dollar,24.94,US Dollar,Reinvestment,0
2022/08/01 00:17,3126512,849122FD0,3126512,849122FD0,1466.79,US Dollar,1466.79,US Dollar,Reinvestment,0
2022/08/01 00:22,741,81DBAB580,741,81DBAB580,22.5,US Dollar,22.5,US Dollar,Reinvestment,0
2022/08/01 00:00,193032,840910400,193032,840910400,171.65,US Dollar,171.65,US Dollar,Reinvestment,0
2022/08/01 00:21,6697,814328970,133473,81CB9EE70,112587.89,US Dollar,112587.89,US Dollar,Cheque,0
2022/08/01 00:18,229750,80BFF5110,229750,80BFF5110,587543.19,US Dollar,587543.19,US Dollar,Reinvestment,0
2022/08/01 00:15,155355,84D0EB820,155355,84D0EB820,16.48,US Dollar,16.48,US Dollar,Reinvestment,0
2022/08/01 00:29,8456,80EB296D0,8456,80EB296D0,16.3,US Dollar,16.3,US Dollar,Reinvestment,0
2022/08/01 00:15,170312,844F6FFC0,170312,844F6FFC0,104898.93,US Dollar,104898.93,US Dollar,Reinvestment,0
2022/08/01 00:04,345550,84C9B4510,2100740,84C9BA4B0,0.01,US Dollar,0.01,US Dollar,ACH,0
2022/08/01 00:19,61191,82D0DDC00,61191,82D0DDC00,272.35,US Dollar,272.35,US Dollar,Reinvestment,0
2022/08/01 00:22,31438,800B4BB10,31438,800B4BB10,296.56,Euro,296.56,Euro,Reinvestment,0
2022/08/01 00:20,17559,81F2DB510,17559,81F2DB510,604.26,US Dollar,604.26,US Dollar,Reinvestment,0
2022/08/01 00:05,12582,80168DEE0,12582,80168DEE0,107277.6,US Dollar,107277.6,US Dollar,Reinvestment,0
2022/08/01 00:23,139958,8363A41E0,139958,8363A41E0,14.03,US Dollar,14.03,US Dollar,Reinvestment,0
2022/08/01 00:16,8904,80D31A610,8904,80D31A610,24.41,US Dollar,24.41,US Dollar,Reinvestment,0
2022/08/01 00:15,1177254,841C044E0,1177254,841C044E0,7.07,US Dollar,7.07,US Dollar,Reinvestment,0
2022/08/01 00:05,17559,807E5BB60,8882,8103FDFD0,2790608.65,US Dollar,2790608.65,US Dollar,Cheque,0
2022/08/01 00:18,266190,8187EA2E0,266190,8187EA2E0,35902.14,US Dollar,35902.14,US Dollar,Reinvestment,0
2022/08/01 00:23,14997,835A2D9F0,240210,824CBC7F0,4.86,US Dollar,4.86,US Dollar,Credit Card,0
2022/08/01 00:16,741,8016533B0,741,8016533B0,9.36,US Dollar,9.36,US Dollar,Reinvestment,0
2022/08/01 00:05,25444,802318C40,25444,802318C40,874144.05,US Dollar,874144.05,US Dollar,Reinvestment,0
2022/08/01 00:00,233990,81B1F0400,233990,81B1F0400,4.82,US Dollar,4.82,US Dollar,Reinvestment,0
2022/08/01 00:05,1046,800813C80,1046,800813C80,5319751.99,US Dollar,5319751.99,US Dollar,Reinvestment,0
2022/08/01 00:29,45460,833E3C860,45460,833E3C860,21.85,US Dollar,21.85,US Dollar,Reinvestment,0
2022/08/01 00:22,113989,80F5DD9D0,113989,80F5DD9D0,18.33,US Dollar,18.33,US Dollar,Reinvestment,0
2022/08/01 00:17,18453,80566BE20,18453,80566BE20,591.37,US Dollar,591.37,US Dollar,Reinvestment,0
2022/08/01 00:00,103576,82D876420,103576,82D876420,1276111.06,US Dollar,1276111.06,US Dollar,Reinvestment,0
2022/08/01 00:18,70,100428660,190755,84C9BD900,3445808.17,US Dollar,3445808.17,US Dollar,Cash,0
2022/08/01 00:17,128242,80E4F2770,128242,80E4F2770,7.73,US Dollar,7.73,US Dollar,Reinvestment,0
2022/08/01 00:15,393647,8222E46B0,393647,8222E46B0,1727.89,US Dollar,1727.89,US Dollar,Reinvestment,0
2022/08/01 00:11,3212736,84D938FA0,3212736,84D938FA0,91.26,US Dollar,91.26,US Dollar,Reinvestment,0
2022/08/01 00:25,63262,8285280F0,63262,8285280F0,14.13,US Dollar,14.13,US Dollar,Reinvestment,0
2022/08/01 00:03,35087,801CDB7C0,35087,801CDB7C0,9062.87,US Dollar,9062.87,US Dollar,Reinvestment,0
2022/08/01 00:00,24703,80FED3A30,2179557,84F9C4400,64736.35,US Dollar,64736.35,US Dollar,Cheque,0
2022/08/01 00:09,1104776,8427BE270,1104776,8427BE270,6.12,US Dollar,6.12,US Dollar,Reinvestment,0
2022/08/01 00:26,61698,83348A0A0,61698,83348A0A0,7.67,US Dollar,7.67,US Dollar,Reinvestment,0
2022/08/01 00:26,244870,817879B10,33128,83B3B6CC0,3568.36,US Dollar,3568.36,US Dollar,Credit Card,0
2022/08/01 00:22,122917,80C747BF0,122917,80C747BF0,24.57,US Dollar,24.57,US Dollar,Reinvestment,0
2022/08/01 00:02,135325,81CB74C70,16315,83DEB27E0,1605.82,US Dollar,1605.82,US Dollar,Cheque,0
2022/08/01 00:27,20,820A2F780,20,820A2F780,21.02,US Dollar,21.02,US Dollar,Reinvestment,0
2022/08/01 00:21,2310,83015CD30,2310,83015CD30,3870.27,US Dollar,3870.27,US Dollar,Reinvestment,0
2022/08/01 00:12,225042,811E60D40,225042,811E60D40,4.3,US Dollar,4.3,US Dollar,Reinvestment,0
2022/08/01 00:27,3215953,84EAD1D10,76131,84EB4CDD0,3569.83,US Dollar,3569.83,US Dollar,Wire,0
2022/08/01 00:21,179156,82742EA40,2776,82742C5C0,1419022.0,US Dollar,1419022.0,US Dollar,Cheque,0
2022/08/01 00:20,11848,803CDC300,2310,80428B2E0,16618.52,US Dollar,16618.52,US Dollar,Credit Card,0
2022/08/01 00:04,182970,834CC9DB0,232913,81E32E780,1.4,US Dollar,1.4,US Dollar,Credit Card,0
2022/08/01 00:10,64949,820BAF260,64949,820BAF260,2874.83,US Dollar,2874.83,US Dollar,Reinvestment,0
2022/08/01 00:09,49572,82EA60CC0,49572,82EA60CC0,29312.07,US Dollar,29312.07,US Dollar,Reinvestment,0
2022/08/01 00:25,312922,83115ABE0,56357,8311464B0,1378.69,US Dollar,1378.69,US Dollar,Cheque,0
2022/08/01 00:15,30939,822970AF0,30939,822970AF0,23.57,US Dollar,23.57,US Dollar,Reinvestment,0
2022/08/01 00:12,3103788,846C18FC0,3103788,846C18FC0,249.27,UK Pound,249.27,UK Pound,Reinvestment,0
2022/08/01 00:25,1111619,8432043E0,1111619,8432043E0,10.7,US Dollar,10.7,US Dollar,Reinvestment,0
2022/08/01 00:24,1164044,83C7E1810,1164044,83C7E1810,21.34,US Dollar,21.34,US Dollar,Reinvestment,0
2022/08/01 00:19,16619,8094F2120,1111263,82E4A2040,768444.28,US Dollar,768444.28,US Dollar,ACH,0
2022/08/01 00:12,3503,824013E10,3503,824013E10,14.84,US Dollar,14.84,US Dollar,Reinvestment,0
2022/08/01 00:25,347945,8176B3620,347945,8176B3620,71.17,US Dollar,71.17,US Dollar,Reinvestment,0
2022/08/01 00:29,3155643,838E7EEC0,3155643,838E7EEC0,19492.14,US Dollar,19492.14,US Dollar,Reinvestment,0
2022/08/01 00:05,225431,84BE16BE0,225431,84BE16BE0,4335.04,US Dollar,4335.04,US Dollar,Reinvestment,0
2022/08/01 00:16,13514,821D78020,13514,821D78020,1960.25,US Dollar,1960.25,US Dollar,Reinvestment,0
2022/08/01 00:25,110478,811F3A260,17525,83928D470,156555.93,US Dollar,156555.93,US Dollar,Cheque,0
2022/08/01 00:21,129528,8140E31E0,1213523,84EEDE2A0,62690.05,US Dollar,62690.05,US Dollar,Cheque,0
2022/08/01 00:20,266823,81BAD4960,266823,81BAD4960,49685.1,US Dollar,49685.1,US Dollar,Reinvestment,0
2022/08/01 00:26,70,100428660,4687,8154A2890,87918.67,US Dollar,87918.67,US Dollar,Cash,0
2022/08/01 00:00,27076,818863930,27076,818863930,2155.21,US Dollar,2155.21,US Dollar,Reinvestment,0
2022/08/01 00:25,88542,83CBA0DA0,226922,818F831D0,79.36,US Dollar,79.36,US Dollar,Credit Card,0
2022/08/01 00:00,364082,8176A3D20,7098,8176A71C0,1729.7,US Dollar,1729.7,US Dollar,Cheque,0
2022/08/01 00:04,2396,8012E3560,2396,8012E3560,1854212.13,Euro,1854212.13,Euro,Reinvestment,0
2022/08/01 00:23,49572,817BE6A00,49572,817BE6A00,301171.07,US Dollar,301171.07,US Dollar,Reinvestment,0
2022/08/01 00:10,2146401,83B6F7B60,2146401,83B6F7B60,1265883.28,US Dollar,1265883.28,US Dollar,Reinvestment,0
2022/08/01 00:10,163411,84BE6EF30,163411,84BE6EF30,20254.96,US Dollar,20254.96,US Dollar,Reinvestment,0
2022/08/01 00:06,31640,824A95080,31640,824A95080,2122.73,US Dollar,2122.73,US Dollar,Reinvestment,0
2022/08/01 00:03,8341,8034A0E40,28474,8034A2170,11180257.66,US Dollar,11180257.66,US Dollar,Cheque,0
2022/08/01 00:14,2135460,833A67C10,2135460,833A67C10,3.3,US Dollar,3.3,US Dollar,Reinvestment,0
2022/08/01 00:04,1701,800F0A0C0,1701,800F0A0C0,150860.82,Euro,150860.82,Euro,Reinvestment,0
2022/08/01 00:01,34818,81E3B1770,34818,81E3B1770,1680.01,US Dollar,1680.01,US Dollar,Reinvestment,0
2022/08/01 00:19,214957,80795F200,146435,82A42E1C0,657.05,US Dollar,657.05,US Dollar,Wire,0
2022/08/01 00:20,7998,807C11B10,7998,807C11B10,1159.26,US Dollar,1159.26,US Dollar,Reinvestment,0
2022/08/01 00:22,8341,82C7A5C50,8341,82C7A5C50,1.82,US Dollar,1.82,US Dollar,Reinvestment,0
2022/08/01 00:23,25507,80BBCF7A0,25507,80BBCF7A0,4.51,US Dollar,4.51,US Dollar,Reinvestment,0
2022/08/01 00:01,3121138,84A17A500,3121138,84A17A500,4668.6,US Dollar,4668.6,US Dollar,Reinvestment,0
2022/08/01 00:03,24830,806317920,24830,806317920,327.27,US Dollar,327.27,US Dollar,Reinvestment,0
2022/08/01 00:27,211154,81669F2C0,211154,81669F2C0,2279.97,US Dollar,2279.97,US Dollar,Reinvestment,0
2022/08/01 00:11,312438,81C7EB640,312438,81C7EB640,3094.9,US Dollar,3094.9,US Dollar,Reinvestment,0
2022/08/01 00:12,1442,801931890,1442,801931890,10.82,Euro,10.82,Euro,Reinvestment,0
2022/08/01 00:29,38471,82E70B9F0,38471,82E70B9F0,91385.51,US Dollar,91385.51,US Dollar,Reinvestment,0
2022/08/01 00:23,310670,803DA9A90,310670,803DA9A90,74.33,US Dollar,74.33,US Dollar,Reinvestment,0
2022/08/01 00:21,239603,834087410,239603,834087410,10.55,US Dollar,10.55,US Dollar,Reinvestment,0
2022/08/01 00:11,14174,8018EB1C0,14174,8018EB1C0,1396.52,Euro,1396.52,Euro,Reinvestment,0
2022/08/01 00:29,122393,8410A3A60,122393,8410A3A60,6719.74,US Dollar,6719.74,US Dollar,Reinvestment,0
2022/08/01 00:29,18453,818454EC0,18453,818454EC0,54004.28,US Dollar,54004.28,US Dollar,Reinvestment,0
2022/08/01 00:00,34562,81E137E10,34562,81E137E10,2933.67,US Dollar,2933.67,US Dollar,Reinvestment,0
2022/08/01 00:20,83680,8353C6C80,83680,8353C6C80,389648.19,US Dollar,389648.19,US Dollar,Reinvestment,0
2022/08/01 00:16,146743,8118BDD40,146743,8118BDD40,1350.65,US Dollar,1350.65,US Dollar,Reinvestment,0
2022/08/01 00:03,314365,8340B3E00,314365,8340B3E00,258.18,US Dollar,258.18,US Dollar,Reinvestment,0
2022/08/01 00:00,1818,802D8C4E0,1818,802D8C4E0,6.35,US Dollar,6.35,US Dollar,Reinvestment,0
2022/08/01 00:01,9043,803C288E0,9043,803C288E0,1315.57,US Dollar,1315.57,US Dollar,Reinvestment,0
2022/08/01 00:10,135395,8357A8810,135395,8357A8810,10.4,US Dollar,10.4,US Dollar,Reinvestment,0
2022/08/01 00:26,2104655,8429803C0,2104655,8429803C0,18.66,US Dollar,18.66,US Dollar,Reinvestment,0
2022/08/01 00:08,25222,8034BAD50,192012,84D2D2C20,484.62,US Dollar,484.62,US Dollar,Credit Card,0
2022/08/01 00:08,952,806EE5E90,952,806EE5E90,827551.46,US Dollar,827551.46,US Dollar,Reinvestment,0
2022/08/01 00:07,229215,849133180,229215,849133180,4912.56,US Dollar,4912.56,US Dollar,Reinvestment,0
2022/08/01 00:01,14993,80995CB70,14993,80995CB70,19.79,US Dollar,19.79,US Dollar,Reinvestment,0
2022/08/01 00:21,718,805A0AAA0,718,805A0AAA0,2875.14,US Dollar,2875.14,US Dollar,Reinvestment,0
2022/08/01 00:07,7061,80706FC00,7061,80706FC00,6.63,US Dollar,6.63,US Dollar,Reinvestment,0
2022/08/01 00:15,114179,840937E30,114179,840937E30,218.66,US Dollar,218.66,US Dollar,Reinvestment,0
2022/08/01 00:11,37350,8122AC080,37350,8122AC080,2879414.14,US Dollar,2879414.14,US Dollar,Reinvestment,0
2022/08/01 00:18,148158,842D00AB0,148158,842D00AB0,27706.13,US Dollar,27706.13,US Dollar,Reinvestment,0
2022/08/01 00:15,25961,8106AFAC0,2148159,840C124B0,1410.03,US Dollar,1410.03,US Dollar,Cheque,0
2022/08/01 00:28,167192,822D5ADB0,167192,822D5ADB0,16214.25,US Dollar,16214.25,US Dollar,Reinvestment,0
2022/08/01 00:27,1601,800352C40,2597,80039F9C0,323669.19,US Dollar,323669.19,US Dollar,ACH,0
2022/08/01 00:18,19326,81EAFEDF0,24816,821B90420,27967.92,US Dollar,27967.92,US Dollar,Cheque,0
2022/08/01 00:04,214684,808EEE2F0,214684,808EEE2F0,104920.19,US Dollar,104920.19,US Dollar,Reinvestment,0
2022/08/01 00:08,2149038,842249E90,11304,80396CFF0,15.76,US Dollar,15.76,US Dollar,Credit Card,0
2022/08/01 00:10,398589,82B3F2860,398589,82B3F2860,261.98,US Dollar,261.98,US Dollar,Reinvestment,0
2022/08/01 00:19,54057,827B28F60,54057,827B28F60,1139.88,US Dollar,1139.88,US Dollar,Reinvestment,0
2022/08/01 00:08,25642,8044F5830,25642,8044F5830,132883.99,US Dollar,132883.99,US Dollar,Reinvestment,0
2022/08/01 00:21,11798,803A01580,741,81C0BB2B0,1.63,US Dollar,1.63,US Dollar,ACH,0
2022/08/01 00:19,20937,809D32A80,24878,812CA99A0,1894559.07,US Dollar,1894559.07,US Dollar,Cheque,0
2022/08/01 00:08,31640,8463D4DF0,31640,8463D4DF0,40388.38,US Dollar,40388.38,US Dollar,Reinvestment,0
2022/08/01 00:05,4214,803B62760,4214,803B62760,11.79,US Dollar,11.79,US Dollar,Reinvestment,0
2022/08/01 00:03,24528,8040A2F30,9028,808AC6570,317.75,US Dollar,317.75,US Dollar,ACH,0
2022/08/01 00:14,119344,8349CD430,119344,8349CD430,14.28,US Dollar,14.28,US Dollar,Reinvestment,0
2022/08/01 00:06,64314,81A7F9420,64314,81A7F9420,6.21,US Dollar,6.21,US Dollar,Reinvestment,0
2022/08/01 00:02,24407,80B362D80,24407,80B362D80,585.13,US Dollar,585.13,US Dollar,Reinvestment,0
2022/08/01 00:20,11848,80BC614B0,112124,82DFB5220,159145.06,US Dollar,159145.06,US Dollar,Wire,0
2022/08/01 00:28,8996,824254EC0,8996,824254EC0,11.97,US Dollar,11.97,US Dollar,Reinvestment,0
2022/08/01 00:15,210029,830689B70,210029,830689B70,17.64,US Dollar,17.64,US Dollar,Reinvestment,0
2022/08/01 00:16,12582,803011BB0,12582,803011BB0,9.49,US Dollar,9.49,US Dollar,Reinvestment,0
2022/08/01 00:20,298256,82491D0D0,214178,84957CC40,483.89,US Dollar,483.89,US Dollar,Credit Card,0
2022/08/01 00:13,11194,81B323D80,11194,81B323D80,35017.55,US Dollar,35017.55,US Dollar,Reinvestment,0
2022/08/01 00:16,126794,80BACFF60,126794,80BACFF60,2903.6,US Dollar,2903.6,US Dollar,Reinvestment,0
2022/08/01 00:22,267037,8363E56A0,267037,8363E56A0,80057.66,US Dollar,80057.66,US Dollar,Reinvestment,0
2022/08/01 00:16,219086,843F535A0,219086,843F535A0,14.97,US Dollar,14.97,US Dollar,Reinvestment,0
2022/08/01 00:07,7720,8058BC740,7720,8058BC740,5161.51,US Dollar,5161.51,US Dollar,Reinvestment,0
2022/08/01 00:11,28868,80551B050,76716,821B7E010,5724.04,US Dollar,5724.04,US Dollar,Wire,0
