Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
11:41:27,2023-06-15,6543072915,4364823709,2893.76,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
11:13:57,2023-07-19,1111368692,1023841023,4169.59,UK pounds,Euro,UK,Germany,Cross-border,1,Deposit-Send
09:39:21,2023-01-06,8410229589,3485728273,9214.36,UK pounds,UK pounds,UK,UK,Cheque,1,Stacked Bipartite
08:22:25,2023-02-22,1269358770,8678828865,7342.07,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_In
10:32:11,2023-05-28,9163385117,3462329312,5111.34,UK pounds,UK pounds,UK,UK,Credit card,1,Fan_Out
19:14:18,2023-02-07,2389467192,4131845252,1052.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
16:32:39,2023-02-06,1236908117,556611983,12433.49,UK pounds,UK pounds,UK,UK,Credit card,1,Bipartite
13:45:14,2023-02-09,4592598859,9147392848,8979.64,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
13:19:38,2023-07-25,2089738576,8580576895,5544.2,UK pounds,UK pounds,UK,UK,Cheque,1,Layered_Fan_Out
16:26:44,2023-01-06,7492806173,9786873391,5191.37,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Small_Fan_Out
05:25:17,2022-11-15,9624361621,4331748190,66.16,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
15:01:59,2023-07-23,2961400457,9370448552,20552.18,UK pounds,UK pounds,UK,UK,ACH,1,Gather-Scatter
16:18:11,2023-08-12,6784364841,3546293157,5321.4,Euro,UK pounds,Italy,UK,Cross-border,1,Structuring
02:11:42,2022-12-19,4447501051,6180499020,30634.91,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
20:42:12,2023-05-04,5145438738,511579720,5108.9,UK pounds,UK pounds,UK,UK,Cheque,1,Fan_In
19:34:30,2022-10-22,8457217575,9543913683,4692.7,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
06:55:53,2023-06-27,2207144112,93624962,4792.35,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Behavioural_Change_2
11:08:47,2022-11-08,3714307828,6365163391,7819.91,Moroccan dirham,Swiss franc,UK,UK,ACH,0,Normal_Fan_Out
10:31:45,2023-01-18,4344611958,8227126673,4279.58,UK pounds,UK pounds,UK,UK,ACH,1,Structuring
22:19:40,2022-12-29,2457204935,3316762002,17171.58,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:46:35,2022-10-17,8967402463,8068632457,4475.93,UK pounds,UK pounds,UK,UK,Debit card,1,Bipartite
10:14:24,2023-01-04,3994172706,1107348316,11516.74,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
14:17:53,2023-01-20,9382188772,1994613575,275554.69,UK pounds,UK pounds,UK,UK,Debit card,1,Single_large
21:30:02,2023-06-05,1054167985,3628099922,484.85,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
09:33:22,2023-01-12,7877975060,7811241649,40077.9,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
10:55:00,2023-07-01,4373084120,5471569552,7375.53,UK pounds,UK pounds,UK,UK,Debit card,1,Layered_Fan_In
03:25:27,2023-01-05,5849949036,4223374013,4976.79,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_Out
13:12:43,2023-02-27,2440104958,6396553699,17144.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
13:22:25,2022-11-10,5920895832,563418334,8896.795714312873,UK pounds,UK pounds,UK,UK,Debit card,1,Layered_Fan_Out
22:42:24,2022-11-07,5234066763,6985374793,2742.9,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
22:48:57,2023-08-01,519132142,2634837477,11866.38,UK pounds,Euro,UK,Germany,Cross-border,1,Deposit-Send
10:02:45,2023-07-18,3053114958,2311552997,3749.24,UK pounds,Euro,UK,Netherlands,Cross-border,1,Structuring
12:40:56,2023-06-08,2875874575,4619082083,5787.23,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Deposit-Send
10:43:02,2022-11-20,5708559613,8492328593,3927.014555829824,UK pounds,UK pounds,UK,UK,Debit card,1,Layered_Fan_Out
10:44:20,2023-02-12,4973663099,4663287086,19689.003272759222,UK pounds,UK pounds,UK,UK,Debit card,1,Scatter-Gather
23:33:53,2023-06-05,6123741913,2311552997,5580.5,Albanian lek,Euro,UK,Netherlands,Cross-border,1,Structuring
08:37:39,2022-10-25,9945801937,8479617955,5975.98,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:44:51,2023-07-16,7176406535,4497771501,6048.09,UK pounds,Naira,UK,Nigeria,Cross-border,1,Structuring
01:23:16,2022-11-29,8832035909,1891055324,6767.01,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
19:05:00,2023-08-10,8426219720,386440627,5959.49,Swiss franc,Euro,Italy,Germany,Cross-border,1,Structuring
21:15:19,2023-08-12,3272308418,8133715304,5335.740338491766,UK pounds,UK pounds,UK,UK,Cheque,1,Layered_Fan_Out
11:03:05,2022-12-07,651057717,3705101560,67099.42202091133,Euro,UK pounds,Spain,UK,Cross-border,1,Cycle
14:26:14,2022-12-04,5749400398,9619769609,7775.07,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:18:03,2023-07-25,8228734926,3235956399,17248.53,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
10:28:51,2023-07-03,128434680,796902443,39842.29,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
10:19:00,2023-06-21,2091046669,3765744005,2018.95,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
14:32:06,2023-08-04,6863152544,9957320584,7511.12,Pakistani rupee,UK pounds,Pakistan,UK,Cross-border,0,Normal_Fan_Out
12:31:25,2023-04-15,8159507002,7384790365,6217.57,UK pounds,UK pounds,UK,UK,Cheque,1,Fan_Out
08:23:09,2023-05-25,4049086988,6775522202,21518.16,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Deposit-Send
21:34:24,2023-05-17,9511609957,3098951201,799.31,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Periodical
19:41:50,2022-11-23,2154311031,2999580239,3872.49,UK pounds,UK pounds,UK,UK,Cheque,1,Gather-Scatter
19:57:10,2023-03-27,5841199330,1366589467,938.75,UK pounds,Albanian lek,UK,Albania,Cross-border,0,Normal_Small_Fan_Out
08:19:19,2022-10-20,4909656822,961414704,1542.22,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
13:57:13,2022-12-24,6747580791,8906735721,9092.61,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
16:31:43,2023-05-15,6543072915,4364823709,2678.71,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
15:41:51,2023-07-29,2587753340,9894026195,8116.62,UK pounds,UK pounds,UK,UK,Credit card,1,Gather-Scatter
20:57:38,2023-07-09,8787050367,9845372487,3503.56,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:48:08,2023-07-08,5151884692,3792932364,15104.655787483673,UK pounds,UK pounds,UK,UK,Cheque,1,Scatter-Gather
20:55:20,2022-10-23,8305526635,3712762346,1615.4,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:12:51,2022-10-12,5057689301,3267846600,6213931.56,UK pounds,UK pounds,UK,UK,Credit card,1,Over-Invoicing
16:11:25,2023-06-15,9755683306,2588224038,8842.44,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
13:00:56,2023-03-20,7288478055,5625859799,7326.66,UK pounds,UK pounds,UK,UK,Debit card,1,Layered_Fan_In
13:46:59,2022-11-26,962556530,4020208629,7166.34,UK pounds,UK pounds,UK,UK,Cheque,1,Gather-Scatter
15:20:50,2023-02-14,4475887406,5591809782,3416.02,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
17:41:21,2022-11-27,9255943229,9252701993,16616.0,UK pounds,Euro,UK,France,Cross-border,1,Bipartite
09:05:47,2022-10-20,620577432,8012497423,1804.79,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
07:28:17,2023-04-28,2040576414,1524958007,11921.33,UK pounds,Indian rupee,UK,India,Cross-border,1,Scatter-Gather
22:40:35,2023-01-09,4349340373,386440627,7057.37,UK pounds,Euro,UK,Germany,Cross-border,1,Structuring
14:35:03,2023-06-01,2747540181,6096432122,6604.92,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
19:31:24,2023-04-14,5854962371,2487415444,5219.57,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
03:36:09,2023-06-17,3859566185,4991658884,90.96,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
13:23:48,2023-01-19,5469235956,9126684178,2858.85,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
23:32:37,2022-10-15,6654412700,434351836,7356.88,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
20:58:47,2023-05-27,6606933306,342816927,7141.62,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:01:45,2023-08-12,602921820,5826952585,7600.67,UK pounds,UK pounds,UK,UK,ACH,1,Gather-Scatter
11:38:32,2023-08-19,6648669738,6644790956,8104.99,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
20:00:35,2023-03-13,1929242509,2661463604,13935.38,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Periodical
21:45:22,2023-06-09,6647777387,8227126673,3398.81,Moroccan dirham,UK pounds,Morocco,UK,Cross-border,1,Structuring
22:58:58,2023-03-04,6699690298,7960316357,8114.75,UK pounds,UK pounds,UK,UK,Credit card,1,Bipartite
09:22:46,2023-06-17,321439276,918497015,11568.7,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
21:56:45,2023-04-08,3780107354,4180942531,7268.96,UK pounds,Indian rupee,UK,India,Cross-border,1,Bipartite
10:04:18,2022-11-17,6004109,9285879778,2252.61,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
12:05:34,2023-01-11,1650284708,7859972869,8417.34,Euro,Euro,Netherlands,UK,Cross-border,1,Structuring
12:09:57,2023-06-10,5219056024,8169439035,44221.7508522197,UK pounds,UK pounds,UK,UK,Credit card,1,Cycle
09:51:31,2022-10-18,9471903835,6985374793,3240.13,Dirham,UK pounds,UAE,UK,Cross-border,1,Structuring
08:53:14,2023-03-07,5892761690,8558866681,2809.01,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring
10:58:21,2023-07-14,8352825161,4916417367,9624.17,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:14:29,2023-02-05,684403303,3755344640,3975.067307877471,UK pounds,UK pounds,UK,UK,ACH,1,Layered_Fan_Out
13:25:23,2022-11-22,1139955698,5496618243,6362.2,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
06:55:31,2023-05-05,1800033093,8914745965,5099.8,Indian rupee,UK pounds,India,UK,Cross-border,0,Normal_Fan_In
20:12:50,2022-11-03,1600149721,2098207133,177.49,UK pounds,Naira,UK,Nigeria,Cash Withdrawal,1,Cash_Withdrawal
13:16:50,2023-06-26,4569841157,5158891884,3689.5,UK pounds,Naira,UK,Nigeria,Cross-border,1,Behavioural_Change_2
12:32:39,2023-03-21,9486384762,4312486490,271.55,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:46:19,2023-08-15,9003897341,8156879059,1943.59,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
11:07:07,2022-12-26,9367770677,8195983192,564.05,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
02:20:10,2022-12-09,5336293509,8470477504,3254.05,UK pounds,UK pounds,UK,UK,Credit card,1,Gather-Scatter
02:14:31,2023-07-09,3696668479,1429582712,8463.35,UK pounds,Moroccan dirham,UK,Netherlands,Cross-border,1,Structuring
16:47:22,2023-01-01,7554923197,1796853397,5320.64,UK pounds,US dollar,UK,USA,Cross-border,1,Behavioural_Change_1
12:58:23,2022-11-15,1657379341,9101431692,4555.86,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,1,Structuring
21:56:56,2022-10-17,6279030684,374832891,39526.05,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
13:10:14,2023-04-18,8153546944,4523354520,4527.98,UK pounds,UK pounds,UK,UK,ACH,1,Structuring
14:43:18,2023-04-19,8185097615,4306436131,2916.61,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
20:13:53,2023-04-13,3719446634,1933989778,4074.37,UK pounds,Euro,UK,Netherlands,Cross-border,1,Structuring
06:59:33,2023-03-15,8409662224,3173291888,3144.76,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Structuring
12:30:49,2023-06-27,427161874,1531231729,270.23,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
19:21:55,2022-12-09,3035102123,2166563883,6204.16,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
22:35:39,2022-10-11,6978297094,1082642344,68844.61533376899,UK pounds,UK pounds,UK,UK,Cheque,1,Layered_Fan_In
22:02:13,2023-02-21,913103317,9658846243,8050.64,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
09:01:02,2023-08-15,2044323968,2824945595,12309.3,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
15:40:29,2022-11-11,469730757,1219588909,7532.26,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
19:39:04,2023-05-10,2374006717,7003263543,535.69,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:28:31,2023-01-04,2527565558,3487802066,4143.770966259568,UK pounds,UK pounds,UK,UK,ACH,1,Layered_Fan_Out
10:59:37,2023-02-14,3218458883,9463283671,15423.55,UK pounds,UK pounds,UK,UK,Debit card,1,Layered_Fan_Out
08:13:20,2023-04-11,1118153183,4344244332,8104.62,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
07:15:13,2023-04-09,9099081183,9517922369,3591.28,UK pounds,UK pounds,UK,UK,ACH,1,Structuring
10:19:37,2023-07-07,5208245468,1813079910,15433.61,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
15:22:32,2023-07-04,3747015869,1513387281,15094.05,Swiss franc,UK pounds,UK,UK,Cheque,1,Behavioural_Change_1
19:59:46,2022-12-17,8173887384,9791934127,3100.58,UK pounds,Naira,UK,Nigeria,Cross-border,1,Behavioural_Change_2
14:23:55,2023-03-23,9285172899,6957298137,205.71,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
18:16:44,2023-03-20,9163358434,8221066822,1823.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:23:31,2023-05-24,2636094952,4201862147,28056.39350360864,Swiss franc,UK pounds,Switzerland,UK,Cross-border,1,Cycle
09:32:28,2022-11-06,4439050622,455672247,9808.51,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
08:04:52,2023-01-18,2563034968,351748493,7575.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
06:56:36,2022-11-14,6874790878,9304462035,233.27,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
12:24:08,2023-05-28,3945413235,7458519509,8822.19,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:27:49,2022-11-05,3950352859,1574251475,1791.72,UK pounds,Euro,UK,Italy,Cross-border,1,Behavioural_Change_1
11:44:50,2023-07-09,9435719579,1652013105,2736.27,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
09:13:04,2023-02-08,2676152426,1556763148,21535.95,UK pounds,UK pounds,UK,UK,ACH,1,Fan_Out
07:15:31,2023-07-19,5994298151,1795745487,743530.47,UK pounds,UK pounds,UK,UK,Cheque,1,Single_large
12:01:45,2023-07-11,4165469029,812023082,3422.82,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
07:18:56,2023-02-09,4165469029,812023082,2554.01,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
07:30:30,2023-06-24,9383316096,7000518720,6188.76,UK pounds,UK pounds,UK,UK,Debit card,1,Stacked Bipartite
08:37:55,2023-04-05,1375728693,4859639903,5283.98,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:08:46,2023-05-15,9624361621,4331748190,129.03,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
08:22:22,2023-07-12,1639700944,8565708059,10486.71,UK pounds,UK pounds,UK,UK,Credit card,1,Gather-Scatter
13:52:45,2022-12-27,5444826363,6190792098,3806.645862709356,Euro,UK pounds,Germany,UK,Cross-border,1,Layered_Fan_Out
07:30:25,2022-12-06,4020208629,7110670261,9762.47,UK pounds,Mexican Peso,UK,UK,ACH,1,Gather-Scatter
12:07:07,2023-02-19,4233444813,7251467808,6864.14,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_In
12:02:08,2022-10-10,207936746,6283846212,161021.82,UK pounds,UK pounds,UK,UK,Credit card,1,Single_large
16:36:11,2023-02-22,3890512015,1925953413,87.32,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
12:55:14,2022-12-13,3291725555,7467321362,14592.81,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:02:15,2023-01-07,6478363695,9577633368,20324.52,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
12:28:15,2023-07-02,4374425561,5471569552,5969.17,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_In
19:51:53,2022-12-09,542793965,8470477504,6507.8,Indian rupee,UK pounds,UK,UK,Cheque,1,Gather-Scatter
17:45:25,2022-12-13,4251149720,3702143152,13526.92,Moroccan dirham,UK pounds,Morocco,UK,Cross-border,1,Scatter-Gather
02:10:17,2023-07-02,9561577230,3965897231,74685.35,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Plus_Mutual
13:50:10,2023-03-25,803976331,7964454948,9644.4,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
07:07:31,2023-03-20,1722676839,9039405180,5207.63,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
19:43:09,2023-03-15,2068295595,7583443924,10092.25,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:24:17,2023-08-18,9036898864,2176340184,6315.88,UK pounds,UK pounds,UK,UK,Credit card,1,Fan_Out
13:11:47,2023-05-16,5004625051,4354586272,1403.3,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
10:37:43,2023-07-18,3720919527,3770025609,3570.17,US dollar,UK pounds,USA,UK,Cross-border,1,Structuring
08:35:38,2023-03-14,1149627326,5916211469,1169.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
21:39:00,2022-12-09,2420393246,9252133144,12032.88,UK pounds,UK pounds,UK,UK,ACH,1,Deposit-Send
13:45:52,2023-08-06,6321560452,1732823563,4360.75,UK pounds,Dirham,UK,UAE,Cross-border,1,Behavioural_Change_2
18:57:19,2023-04-18,4914126556,5973078538,12539.19,UK pounds,UK pounds,UK,UK,Debit card,1,Scatter-Gather
11:18:54,2023-05-12,2690453355,6101090092,1849.59,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
11:46:05,2023-05-21,9137244140,58668582,1131.85,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:18:33,2023-02-25,2741631385,1228714309,13864.76,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
14:00:07,2023-08-09,18386562,3747015869,1615.52,Euro,UK pounds,Spain,UK,Cross-border,0,Normal_Group
12:58:03,2022-12-15,3994438152,7840328636,315.32,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
16:15:23,2023-07-11,5476998748,2531548770,4429.93,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Structuring
09:37:41,2023-06-07,4811590890,6464022826,59015.15551950632,UK pounds,UK pounds,UK,UK,ACH,1,Cycle
17:10:29,2023-07-08,7240783729,5201185567,6925.28,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
12:15:18,2023-05-07,3512303055,144228677,43843.79259143293,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_In
17:55:02,2023-07-23,9678311627,4604350890,103.1,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
13:54:28,2023-02-15,7327506318,6856989235,7425.74,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
10:58:55,2023-05-27,7558440499,2846474412,24869.371921387992,Euro,Albanian lek,Italy,Albania,Cross-border,1,Cycle
12:46:40,2023-06-17,2431666242,1429582712,3239.53,UK pounds,Euro,UK,Netherlands,Cross-border,1,Structuring
19:44:09,2023-01-06,8958207582,4465839311,54.37,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
20:46:02,2023-08-16,5008453588,4377882567,266.86,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
21:52:59,2023-01-12,4748215798,7748494288,7662.79,Pakistani rupee,US dollar,UK,USA,Cross-border,1,Structuring
07:22:39,2022-11-22,9337802966,5623886398,4680.83,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
21:08:53,2022-12-12,497312547,5459635745,34580.53,Moroccan dirham,Indian rupee,UK,UK,Credit card,1,Fan_In
20:31:24,2023-03-14,958394302,5725385692,63.29,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
13:24:32,2023-04-16,7932824452,929406067,337.88,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
07:33:18,2023-01-11,7574492147,2067695523,56.74,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
10:33:03,2022-12-29,3627634017,9677751914,4461.58,UK pounds,UK pounds,UK,UK,Debit card,1,Scatter-Gather
09:11:30,2023-03-11,596500957,1032979518,1463.81,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
09:55:30,2023-03-07,3784693346,9394647257,13862.99,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Fan_In
14:54:52,2022-10-15,6611358144,6890773508,4384.69,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
19:22:23,2023-08-19,1012176180,4248825423,11769.97,UK pounds,Naira,UK,Nigeria,Cross-border,1,Behavioural_Change_2
07:09:49,2022-10-09,2938210715,3528690905,8480.63,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
14:53:53,2023-07-13,9330449479,1407059664,234.64,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
13:04:08,2023-04-10,1383474815,7531891678,153.95,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
17:49:38,2023-03-22,9285172899,6957298137,164.15,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
22:07:29,2022-11-19,9577633368,7231247471,10903.62,UK pounds,UK pounds,UK,UK,Credit card,1,Deposit-Send
18:13:20,2023-06-09,8523869317,2448033081,7110.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
21:34:51,2023-05-17,3417150099,8632790174,4408.38,UK pounds,UK pounds,UK,UK,ACH,1,Stacked Bipartite
13:40:00,2023-04-14,768639171,1665774528,4225.85,Albanian lek,UK pounds,Albania,UK,Cross-border,1,Structuring
23:43:20,2022-11-19,1992087353,3140946181,2964.92,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
07:29:50,2023-05-10,8185097615,4306436131,2448.52,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
23:55:48,2023-01-13,7178787182,9984772235,7506.09,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
23:07:33,2023-07-13,2966929359,5618087899,10914.89,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
21:32:43,2023-03-12,6944121116,4796599250,272.26,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
11:17:25,2023-06-15,3859566185,4991658884,105.03,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
21:32:34,2022-11-25,6611982598,9210556116,12720.48,UK pounds,Euro,UK,Spain,Cross-border,1,Layered_Fan_In
10:33:17,2022-11-20,3846677630,5345112123,5964.45057952091,UK pounds,UK pounds,UK,UK,ACH,1,Layered_Fan_Out
