Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/10/18 03:20,023122,8071E5EE0,0011587,80CD9B210,4502.67,US Dollar,4502.67,US Dollar,ACH,1
2022/11/07 03:00,028474,812106940,0013347,80750B930,5965.86,US Dollar,5965.86,US Dollar,ACH,1
2022/08/19 17:22,0157538,8155E74B0,028219,80865F2F0,11188.46,US Dollar,11188.46,US Dollar,ACH,1
2022/08/01 00:23,1129033,84CB0C4F0,52304,83885FCE0,5.21,US Dollar,5.21,US Dollar,Credit Card,0
2022/08/01 00:27,250555,81FB4D040,184395,824EDE7A0,514.22,US Dollar,514.22,US Dollar,ACH,0
2022/08/01 00:18,13676,80E172A60,13676,80E172A60,19.93,US Dollar,19.93,US Dollar,Reinvestment,0
2022/08/01 00:29,97604,82836BEE0,97604,82836BEE0,356496.46,US Dollar,356496.46,US Dollar,Reinvestment,0
2022/09/16 11:50,026564,80C643CA0,003,80E7E2630,1967924.89,Yen,1967924.89,Yen,ACH,1
2022/08/01 00:26,5655,80D7A81B0,230346,812351700,94945.45,US Dollar,94945.45,US Dollar,Cheque,0
2022/09/04 12:33,0126102,80A2E0840,022728,80761BC70,12222.95,Euro,12222.95,Euro,ACH,1
2022/08/01 00:26,70,100428660,8903,81420EFD0,173633.2,US Dollar,173633.2,US Dollar,Cheque,0
2022/08/01 00:26,135332,83453B090,216970,8509234A0,13973.27,US Dollar,13973.27,US Dollar,Cheque,0
2022/11/12 11:02,027,822268310,0293268,822266F70,16151.22,UK Pound,16151.22,UK Pound,ACH,1
2022/09/30 10:29,0213834,822082A10,027753,804A1F3B0,7397.29,Euro,7397.29,Euro,ACH,1
2022/08/01 00:18,246851,82A073E80,53863,841810040,359481.37,US Dollar,359481.37,US Dollar,Wire,0
2022/09/16 12:18,025644,80CFA9390,0211420,806E01DB0,7116.42,Euro,7116.42,Euro,ACH,1
2022/08/01 00:06,9376,807E5A6E0,9376,807E5A6E0,14.17,US Dollar,14.17,US Dollar,Reinvestment,0
2022/10/20 15:55,0293947,8237E3700,0193643,8237E3A70,5950.34,UK Pound,5950.34,UK Pound,ACH,1
2022/08/01 00:21,15325,8030AE560,15325,8030AE560,13.11,US Dollar,13.11,US Dollar,Reinvestment,0
2022/08/01 00:00,21280,81E3A6720,21280,81E3A6720,2540.78,US Dollar,2540.78,US Dollar,Reinvestment,0
2022/08/01 00:08,544,800526D40,214,800632420,42810.48,US Dollar,42810.48,US Dollar,Cheque,0
2022/08/01 00:15,3187652,84474E530,3187652,84474E530,5052.22,US Dollar,5052.22,US Dollar,Reinvestment,0
2022/08/01 00:03,152224,8493A1BF0,152224,8493A1BF0,10.95,US Dollar,10.95,US Dollar,Reinvestment,0
2022/08/01 00:06,141438,838F6FD80,93463,847BF6730,4192.12,US Dollar,4192.12,US Dollar,Credit Card,0
2022/09/21 12:52,0192597,8222D5680,0192419,82228E410,7883.69,UK Pound,7883.69,UK Pound,ACH,1
2022/08/01 00:15,89529,84091E850,89529,84091E850,18028.76,US Dollar,18028.76,US Dollar,Reinvestment,0
2022/09/08 08:55,001313,80241F020,020,8003E6690,3355.10,US Dollar,3355.10,US Dollar,ACH,1
2022/08/01 00:17,112140,813C7B4D0,1100175,828E9E3C0,49675.92,US Dollar,49675.92,US Dollar,ACH,0
2022/11/07 14:55,01924,800A8DDF0,027,8000964E0,12884176163.42,Rupee,12884176163.42,Rupee,ACH,1
2022/08/01 00:21,7030,8031E21B0,7030,8031E21B0,62248.51,US Dollar,62248.51,US Dollar,Reinvestment,0
2022/09/13 14:44,0112136,80FD33770,00519,808083760,6783.97,Euro,6783.97,Euro,ACH,1
2022/08/01 00:19,223111,81BCD7CC0,223111,81BCD7CC0,5.96,US Dollar,5.96,US Dollar,Reinvestment,0
2022/08/01 00:03,11520,801F57B90,11520,801F57B90,38661.22,Euro,38661.22,Euro,Reinvestment,0
2022/08/01 00:17,288720,84EA5EF20,288720,84EA5EF20,182.63,US Dollar,182.63,US Dollar,Reinvestment,0
2022/10/17 16:35,004609,8099CBEE0,0022667,80C63F2A0,14811.44,Euro,14811.44,Euro,ACH,1
2022/11/22 06:23,0272142,81C393430,0272896,81BBEA160,1193214.36,Ruble,1193214.36,Ruble,ACH,1
2022/08/01 00:22,31438,800B4BB10,31438,800B4BB10,296.56,Euro,296.56,Euro,Reinvestment,0
2022/08/01 00:07,2121656,83305D8C0,2121656,83305D8C0,1178.69,US Dollar,1178.69,US Dollar,Reinvestment,0
2022/10/23 02:18,0181936,81EB583A0,0249537,81A652B90,800.59,US Dollar,800.59,US Dollar,ACH,1
2022/08/01 00:24,70691,84CE936D0,15123,81AAF8DA0,141.93,US Dollar,141.93,US Dollar,Credit Card,0
2022/09/21 13:54,0211096,8053D6790,0224073,81067BF50,1191.34,US Dollar,1191.34,US Dollar,ACH,1
2022/11/14 18:03,0193643,8237E3A70,027,8237E36B0,14353.21,UK Pound,14353.21,UK Pound,ACH,1
2022/08/01 00:11,952,8018B0970,137858,8122C6F60,2826.02,US Dollar,2826.02,US Dollar,Cheque,0
2022/09/23 14:30,0073548,81ECD3160,0010057,818220E00,5539.62,US Dollar,5539.62,US Dollar,ACH,1
2022/08/01 00:01,26134,808156030,25932,8161F77A0,11616.5,US Dollar,11616.5,US Dollar,Cash,0
2022/08/01 00:28,1924,80A7F8310,1924,80A7F8310,6730.93,US Dollar,6730.93,US Dollar,Reinvestment,0
2022/08/01 00:01,178105,81243E490,178105,81243E490,282.42,US Dollar,282.42,US Dollar,Reinvestment,0
2022/08/01 00:03,23602,802E4F040,23602,802E4F040,7.18,US Dollar,7.18,US Dollar,Reinvestment,0
2022/11/01 06:15,0113667,808DE47E0,001827,80591E8F0,7188.69,Euro,7188.69,Euro,ACH,1
2022/08/01 00:19,262899,81DB96CC0,165640,83D6F3D30,23802.58,US Dollar,23802.58,US Dollar,Cash,0
2022/12/03 12:13,00867,801D87750,0055973,814B73B80,629397.76,Yen,629397.76,Yen,ACH,1
2022/08/27 01:28,0235832,812D06D30,0073691,81B10B460,466828.14,Ruble,466828.14,Ruble,ACH,1
2022/08/01 00:19,16315,837C15390,16315,837C15390,22.52,US Dollar,22.52,US Dollar,Reinvestment,0
2022/10/10 09:05,01601,801C19C70,011734,801AD5E80,10908.36,Euro,10908.36,Euro,ACH,1
2022/08/01 00:01,2143266,84B8C1680,2143266,84B8C1680,230.94,US Dollar,230.94,US Dollar,Reinvestment,0
2022/10/08 23:36,0034024,809BE5080,012,808EA5B40,107366.77,Yuan,107366.77,Yuan,ACH,1
2022/08/01 00:05,283965,83CD0CA60,283965,83CD0CA60,12.78,US Dollar,12.78,US Dollar,Reinvestment,0
2022/09/01 16:41,003,806B07F00,0024972,809A43BB0,2541.96,Euro,2541.96,Euro,ACH,1
2022/08/01 00:07,8456,849392C40,8456,849392C40,21489.72,US Dollar,21489.72,US Dollar,Reinvestment,0
2022/08/01 00:16,18934,80593A560,18934,80593A560,10.3,US Dollar,10.3,US Dollar,Reinvestment,0
2022/08/01 00:08,159975,83C3B8560,156805,84EC0B2E0,48.59,US Dollar,48.59,US Dollar,Credit Card,0
2022/10/09 19:19,014,80023DF70,01213,80028E650,5723.05,Euro,5723.05,Euro,ACH,1
2022/10/16 01:15,00544,803CE0E60,027579,80357CC40,15332.45,Euro,15332.45,Euro,ACH,1
2022/08/14 20:18,0178900,81EF60DB0,0218354,807AE41D0,15102.77,US Dollar,15102.77,US Dollar,ACH,1
2022/08/27 05:23,016908,803087740,023138,80482DBA0,4767.78,Euro,4767.78,Euro,ACH,1
2022/11/12 14:38,0297435,823DD2F90,0095274,823DD2B80,345315.14,UK Pound,345315.14,UK Pound,ACH,1
2022/08/01 00:16,157940,8280CFD60,157940,8280CFD60,13.0,US Dollar,13.0,US Dollar,Reinvestment,0
2022/08/01 00:29,113989,819B8A400,113989,819B8A400,846603.45,US Dollar,846603.45,US Dollar,Reinvestment,0
2022/08/01 00:27,253658,84D8E7CD0,253658,84D8E7CD0,21798.01,US Dollar,21798.01,US Dollar,Reinvestment,0
2022/08/27 15:08,0217286,81276F120,0014778,807866DA0,9978.07,US Dollar,9978.07,US Dollar,ACH,1
2022/10/02 14:22,0276002,81C3680B0,0072043,81A4C4A70,291140.91,Ruble,291140.91,Ruble,ACH,1
2022/09/29 06:21,0024816,81ECBC290,0049162,813F3A150,5152.13,US Dollar,5152.13,US Dollar,ACH,1
2022/11/09 15:31,029689,8049FF8D0,0017396,806D137C0,4838.19,Euro,4838.19,Euro,ACH,1
2022/08/01 00:28,115527,84639FCC0,115527,84639FCC0,34081.14,US Dollar,34081.14,US Dollar,Reinvestment,0
2022/10/11 11:01,0021811,80AA9D120,0040363,8109373D0,9463.94,US Dollar,9463.94,US Dollar,ACH,1
2022/08/01 00:26,1125817,8519980A0,1125817,8519980A0,141.09,US Dollar,141.09,US Dollar,Reinvestment,0
2022/09/30 16:53,009238,824D39E70,0256086,81E25E8A0,5046.42,US Dollar,5046.42,US Dollar,ACH,1
2022/11/24 11:14,0146443,81FF9CC10,0211943,81BFD7A00,17112.64,US Dollar,17112.64,US Dollar,ACH,1
2022/08/01 00:00,64147,8363F0360,64147,8363F0360,153137.46,US Dollar,153137.46,US Dollar,Reinvestment,0
2022/08/01 00:23,222473,84D76FE00,222473,84D76FE00,192.8,US Dollar,192.8,US Dollar,Reinvestment,0
2022/08/20 18:54,016098,803DFB060,001,8027DD860,11747.34,Euro,11747.34,Euro,ACH,1
2022/11/10 17:07,0147371,8174AA990,0235832,80E91C020,172544.21,Yen,172544.21,Yen,ACH,1
2022/08/01 00:25,46526,8475F9B20,46526,8475F9B20,12598.21,US Dollar,12598.21,US Dollar,Reinvestment,0
2022/10/22 14:21,001,800129360,012,80015F900,8476.23,Euro,8476.23,Euro,ACH,1
2022/10/16 14:23,0139429,810304EC0,0016915,8064F57E0,9718.00,Euro,9718.00,Euro,ACH,1
2022/08/01 00:01,356034,8148C0880,356034,8148C0880,1691.58,US Dollar,1691.58,US Dollar,Reinvestment,0
2022/08/01 00:14,23608,82B378870,23608,82B378870,22.84,US Dollar,22.84,US Dollar,Reinvestment,0
2022/10/15 17:05,0022853,816E76D50,021418,802BEC1E0,1669.89,US Dollar,1669.89,US Dollar,ACH,1
2022/08/01 00:21,718,81E59A690,218354,8308301F0,2783.59,US Dollar,2783.59,US Dollar,Credit Card,0
2022/09/11 19:07,001512,804438CB0,0045833,81BD33500,20770.09,Yuan,20770.09,Yuan,ACH,1
2022/08/01 00:16,1922,80571EE10,1922,80571EE10,599072.0,US Dollar,599072.0,US Dollar,Reinvestment,0
2022/08/01 00:16,1132391,84B6B4BE0,1132391,84B6B4BE0,107.09,US Dollar,107.09,US Dollar,Reinvestment,0
2022/08/01 00:02,25935,8035D55B0,25935,8035D55B0,148312.8,US Dollar,148312.8,US Dollar,Reinvestment,0
2022/10/15 15:14,01208,80144F120,0012180,8068C5B40,15046.52,Euro,15046.52,Euro,ACH,1
2022/08/01 00:27,118669,80F7047D0,114078,8290E1EE0,10992.96,US Dollar,10992.96,US Dollar,Credit Card,0
2022/10/15 11:11,023383,8017B09D0,02609,80086BC90,8717.99,Euro,8717.99,Euro,ACH,1
2022/11/27 09:49,022690,8060901C0,007098,80554FF80,10150.24,US Dollar,10150.24,US Dollar,ACH,1
2022/08/01 00:05,1488,8057FDF60,247841,823FE97C0,17432.99,US Dollar,17432.99,US Dollar,Credit Card,0
2022/08/01 00:12,26567,82A99E710,15019,816A236A0,138.06,US Dollar,138.06,US Dollar,Credit Card,0
2022/08/01 00:16,122958,83AE57DD0,122958,83AE57DD0,1474011.23,US Dollar,1474011.23,US Dollar,Reinvestment,0
2022/08/01 00:18,147821,84EC89880,74875,825E26920,12.26,US Dollar,12.26,US Dollar,Credit Card,0
2022/08/17 07:09,014,8002A4900,01208,8007C4BC0,5480.68,US Dollar,5480.68,US Dollar,ACH,1
2022/08/01 00:03,221053,829C46FF0,221053,829C46FF0,4.23,US Dollar,4.23,US Dollar,Reinvestment,0
2022/10/17 09:09,02408,800BD3A20,01818,800BEEF70,19899.41,US Dollar,19899.41,US Dollar,ACH,1
2022/08/01 00:29,118851,84024EE90,188473,84A9F5930,6439.78,US Dollar,6439.78,US Dollar,Cheque,0
2022/08/01 00:22,230522,82B40A180,1129677,83EE455A0,13540.84,US Dollar,13540.84,US Dollar,Credit Card,0
2022/10/10 05:53,0026241,817AD5BE0,028291,829E494B0,13428.55,US Dollar,13428.55,US Dollar,ACH,1
2022/10/07 17:34,0217504,808E20C60,024833,801D44090,5783.89,US Dollar,5783.89,US Dollar,ACH,1
2022/10/23 16:49,004,8147572F0,0229750,815B8A430,15745.99,US Dollar,15745.99,US Dollar,ACH,1
2022/08/01 00:27,2124126,8467E93B0,2124126,8467E93B0,24.94,US Dollar,24.94,US Dollar,Reinvestment,0
2022/11/29 13:00,024689,801D964F0,013729,801BE54A0,8751.33,US Dollar,8751.33,US Dollar,ACH,1
2022/08/01 00:11,29574,80F447490,110059,82D483510,29851.53,US Dollar,29851.53,US Dollar,Cheque,0
2022/08/19 23:27,0116674,81A4943C0,012986,8109194E0,9902.12,Euro,9902.12,Euro,ACH,1
2022/08/01 00:05,1046,800813C80,1046,800813C80,5319751.99,US Dollar,5319751.99,US Dollar,Reinvestment,0
2022/10/10 11:28,0221962,81A370E20,01226,802920000,16506.28,Euro,16506.28,Euro,ACH,1
2022/09/21 12:46,0013146,81AD2E8F0,029319,804DBAA90,16375.29,Euro,16375.29,Euro,ACH,1
2022/08/01 00:10,70,100428660,25444,803810020,12119.79,US Dollar,12119.79,US Dollar,Credit Card,0
2022/11/09 13:03,003,801028190,01538,800A0A650,15402.03,Euro,15402.03,Euro,ACH,1
2022/09/06 18:20,002098,8029755E0,00952,802D2A2B0,13107.39,US Dollar,13107.39,US Dollar,ACH,1
2022/10/01 11:05,0150202,81580EE20,0213639,817979C40,13578.25,US Dollar,13578.25,US Dollar,ACH,1
2022/08/01 00:27,39959,831C149F0,127157,831C15C10,4063.0,US Dollar,4063.0,US Dollar,Cheque,0
2022/08/01 00:05,175662,82779CAE0,1102010,84FEE4F80,9110081.72,US Dollar,9110081.72,US Dollar,Cash,0
2022/08/01 00:29,23602,80E8397D0,23602,80E8397D0,78065.77,US Dollar,78065.77,US Dollar,Reinvestment,0
2022/11/13 16:29,025580,802938F00,0022271,817E115A0,924.19,Euro,924.19,Euro,ACH,1
2022/08/17 08:32,018024,8088EBD10,0139124,813C28DB0,14771.90,US Dollar,14771.90,US Dollar,ACH,1
2022/08/01 00:09,187116,850F2C220,187116,850F2C220,15.82,US Dollar,15.82,US Dollar,Reinvestment,0
2022/09/20 12:03,0240224,810278AF0,0171630,824B7B5A0,16667.66,US Dollar,16667.66,US Dollar,ACH,1
2022/09/25 13:50,024555,803300350,021217,8018E41E0,2270.92,Euro,2270.92,Euro,ACH,1
2022/09/27 02:31,000,803424680,020,802F1C740,14512.67,US Dollar,14512.67,US Dollar,ACH,1
2022/12/05 12:41,003503,801E2C3A0,001488,80181D0C0,5850.86,US Dollar,5850.86,US Dollar,ACH,1
2022/08/01 00:04,194212,8517CAFA0,2211258,8517C8750,1907.0,US Dollar,1907.0,US Dollar,ACH,0
2022/09/03 15:15,02470,800825580,00519,8007080D0,6068.97,Euro,6068.97,Euro,ACH,1
2022/08/01 00:29,2408,800955470,2408,800955470,10748.81,Euro,10748.81,Euro,Reinvestment,0
2022/08/01 00:07,147055,8122CB580,147055,8122CB580,7.49,US Dollar,7.49,US Dollar,Reinvestment,0
2022/08/01 00:19,66226,83BB509F0,66226,83BB509F0,2803.9,US Dollar,2803.9,US Dollar,Reinvestment,0
2022/11/05 14:47,000,80024A430,02408,8037E7960,3862.20,Euro,3862.20,Euro,ACH,1
2022/08/01 00:05,123621,80EADC840,123621,80EADC840,996.99,US Dollar,996.99,US Dollar,Reinvestment,0
2022/08/01 00:07,116837,8331ADA00,116837,8331ADA00,22.08,US Dollar,22.08,US Dollar,Reinvestment,0
2022/08/01 00:19,61191,82D0DDC00,61191,82D0DDC00,272.35,US Dollar,272.35,US Dollar,Reinvestment,0
2022/08/31 16:54,00519,8003ACD50,012,800262590,6982.64,Euro,6982.64,Euro,ACH,1
2022/10/17 17:15,016809,803FC1C30,0292955,82C89A6B0,12556.46,US Dollar,12556.46,US Dollar,ACH,1
2022/10/10 13:47,0012180,80A629550,0135165,80D5D3DC0,67632.59,Yuan,67632.59,Yuan,ACH,1
2022/08/01 00:17,210600,806306FB0,210600,806306FB0,22.66,US Dollar,22.66,US Dollar,Reinvestment,0
2022/08/01 00:18,11469,80282FD00,11469,80282FD00,18.15,Euro,18.15,Euro,Reinvestment,0
2022/10/02 19:30,001137,8031D0A10,025604,8021FE930,4025.05,US Dollar,4025.05,US Dollar,ACH,1
2022/08/12 19:25,0233675,8217B0970,0169622,824094080,13088.35,Euro,13088.35,Euro,ACH,1
2022/10/23 01:48,001512,8024CF8B0,018934,8036594A0,19082.64,US Dollar,19082.64,US Dollar,ACH,1
2022/08/01 00:07,242826,833E2E3E0,242826,833E2E3E0,3196.16,US Dollar,3196.16,US Dollar,Reinvestment,0
2022/08/01 00:27,35924,833F35A60,2140460,833F35060,3477.62,US Dollar,3477.62,US Dollar,Cheque,0
2022/08/01 00:04,237523,84456C550,237523,84456C550,15.54,US Dollar,15.54,US Dollar,Reinvestment,0
2022/11/01 00:20,0282,81B272210,0073691,81C394830,1332450.74,Ruble,1332450.74,Ruble,ACH,1
2022/08/01 00:24,8456,8076F4DF0,8456,8076F4DF0,31377.63,US Dollar,31377.63,US Dollar,Reinvestment,0
2022/10/19 15:49,0159430,816172350,01601,802070650,229.00,US Dollar,229.00,US Dollar,ACH,1
2022/10/07 14:59,02954,8014476D0,005610,8021F5B40,1542.97,US Dollar,1542.97,US Dollar,ACH,1
2022/08/01 00:09,70,100428660,1143381,84C084CD0,839.3,US Dollar,839.3,US Dollar,Credit Card,0
2022/10/14 10:21,012,80008A890,00718,800EBF120,17756.20,US Dollar,17756.20,US Dollar,ACH,1
2022/08/01 00:14,0,800A95CD0,0,800A95CD0,17.2,US Dollar,17.2,US Dollar,Reinvestment,0
2022/11/10 13:59,0112599,8051AF920,017286,805695390,7405.61,Euro,7405.61,Euro,ACH,1
2022/11/09 01:24,0072269,81C388930,029,81B787840,336344.23,Ruble,336344.23,Ruble,ACH,1
2022/08/01 00:09,361226,81ADEA6F0,361226,81ADEA6F0,840.39,US Dollar,840.39,US Dollar,Reinvestment,0
2022/08/14 00:28,012763,802A59AA0,02609,8009E3B90,3608.19,Euro,3608.19,Euro,ACH,1
2022/08/01 00:15,116837,818BA40F0,45460,839DD3C40,427.36,US Dollar,427.36,US Dollar,Credit Card,0
2022/08/01 00:05,214,8236EFCC0,214,8236EFCC0,170524.27,US Dollar,170524.27,US Dollar,Reinvestment,0
2022/10/14 03:26,0134536,812F8F840,0015191,808B3A750,18796.43,US Dollar,18796.43,US Dollar,ACH,1
2022/08/01 00:05,38312,8041F5EA0,38312,8041F5EA0,634.83,US Dollar,634.83,US Dollar,Reinvestment,0
2022/08/01 00:06,218827,80A4B9190,218827,80A4B9190,12.05,US Dollar,12.05,US Dollar,Reinvestment,0
2022/08/01 00:21,3113038,840035620,3113038,840035620,20798.08,US Dollar,20798.08,US Dollar,Reinvestment,0
2022/08/17 11:13,0029967,81D499980,0018140,81283F4D0,2068426.34,Yen,2068426.34,Yen,ACH,1
2022/08/01 00:17,26830,80DC4A790,7793,8251BDBE0,185452.22,US Dollar,185452.22,US Dollar,Cheque,0
2022/08/01 00:18,29689,806210C50,214684,80A4D3AA0,1973.45,US Dollar,1973.45,US Dollar,Cheque,0
2022/08/01 00:12,46529,81B330630,46529,81B330630,1796109.65,US Dollar,1796109.65,US Dollar,Reinvestment,0
2022/08/01 00:17,246851,83175B720,246851,83175B720,5939.77,US Dollar,5939.77,US Dollar,Reinvestment,0
2022/08/01 00:21,112599,816B43C20,112599,816B43C20,16.31,US Dollar,16.31,US Dollar,Reinvestment,0
2022/10/05 16:53,0028720,819E39770,0195134,8238EBAA0,4212.03,UK Pound,4212.03,UK Pound,ACH,1
2022/10/06 08:25,0134966,82202FA60,011032,8035D71E0,11894.55,US Dollar,11894.55,US Dollar,ACH,1
2022/08/01 00:04,366470,830D23F00,1115265,830D3FD20,1766.98,US Dollar,1766.98,US Dollar,Cheque,0
2022/08/01 00:07,1818,800548E30,1818,800548E30,20.41,US Dollar,20.41,US Dollar,Reinvestment,0
2022/10/27 17:19,015877,80508D3B0,0248646,8136128B0,14832.67,Euro,14832.67,Euro,ACH,1
2022/08/01 00:29,8903,833BC4D20,8903,833BC4D20,17.13,US Dollar,17.13,US Dollar,Reinvestment,0
2022/08/26 09:14,025935,81506ED60,01831,800B959C0,6381139.63,US Dollar,6381139.63,US Dollar,ACH,1
2022/08/01 00:14,1143779,835DD6C40,1143779,835DD6C40,287229.53,US Dollar,287229.53,US Dollar,Reinvestment,0
2022/09/26 15:45,0242683,811172990,025994,804238D70,9034.50,US Dollar,9034.50,US Dollar,ACH,1
2022/08/01 00:12,343859,81007F840,343859,81007F840,1709.2,US Dollar,1709.2,US Dollar,Reinvestment,0
2022/08/01 00:03,194212,84F80EA80,194212,84F80EA80,5757.02,US Dollar,5757.02,US Dollar,Reinvestment,0
2022/10/07 16:10,0213639,8074F81C0,013119,8127095D0,16288.88,Euro,16288.88,Euro,ACH,1
2022/11/02 13:42,009340,8043F93F0,0210121,805757540,12769.39,Euro,12769.39,Euro,ACH,1
2022/11/02 01:02,0010836,806DCE410,007611,8046BD010,14352.93,Euro,14352.93,Euro,ACH,1
2022/11/20 12:00,0034953,80DB6EA10,0173329,81B5CE510,2752.29,US Dollar,2752.29,US Dollar,ACH,1
2022/09/10 09:56,023024,80C3E2AC0,01924,8108576B0,8513.20,US Dollar,8513.20,US Dollar,ACH,1
2022/09/07 13:07,0130596,80E438E40,012963,801551240,13189.39,Euro,13189.39,Euro,ACH,1
2022/11/01 11:24,017690,8043C37D0,0135070,80F977F10,26502.34,Yuan,26502.34,Yuan,ACH,1
2022/10/24 05:20,0216,8000EB700,00214,800122740,12390.96,US Dollar,12390.96,US Dollar,ACH,1
2022/08/01 00:10,4214,83B883B00,4214,83B883B00,14.58,US Dollar,14.58,US Dollar,Reinvestment,0
2022/10/12 15:29,0224633,80A6944F0,0114352,807D53590,4165.78,US Dollar,4165.78,US Dollar,ACH,1
2022/10/30 09:43,02470,8002F48A0,000,800355B40,4472.84,US Dollar,4472.84,US Dollar,ACH,1
2022/10/01 08:21,0159570,8184423B0,0039370,811F27260,133280.29,Yuan,133280.29,Yuan,ACH,1
2022/08/01 00:07,1106643,82794E990,1106643,82794E990,199011.63,US Dollar,199011.63,US Dollar,Reinvestment,0
2022/10/11 12:32,0249185,814A05020,028204,8051DB7A0,651.68,Euro,651.68,Euro,ACH,1
2022/08/01 00:07,1208,801EB0130,25268,80C76CAA0,545.83,US Dollar,545.83,US Dollar,Cash,0
2022/11/13 15:02,029689,8197A5350,019070,80B2FBD00,1104.72,Euro,1104.72,Euro,ACH,1
2022/11/05 16:55,003556,80BE3EB10,0115290,814E3CF00,4897.75,US Dollar,4897.75,US Dollar,ACH,1
2022/08/01 00:05,3806,8020A4BF0,3806,8020A4BF0,20103.46,Euro,20103.46,Euro,Reinvestment,0
2022/09/03 05:46,015,81C5B2A60,0174634,81C5B2AB0,73930.77,Ruble,73930.77,Ruble,ACH,1
2022/08/01 00:15,2115979,837297060,2115979,837297060,4.91,US Dollar,4.91,US Dollar,Reinvestment,0
2022/08/01 00:26,24816,81ECBC290,24816,81ECBC290,1452.34,US Dollar,1452.34,US Dollar,Reinvestment,0
2022/09/14 03:13,0021582,80C26A4D0,0020703,814E38410,6943.96,Euro,6943.96,Euro,ACH,1
2022/11/07 16:32,0118669,80B8C7C80,0115887,806027230,25598.51,Yuan,25598.51,Yuan,ACH,1
2022/08/01 00:17,148377,8485854F0,148377,8485854F0,22366.87,US Dollar,22366.87,US Dollar,Reinvestment,0
2022/09/19 17:29,0122097,82054ECD0,0151989,814E8DA30,1947986.64,Yen,1947986.64,Yen,ACH,1
2022/08/01 00:14,139958,8154E62F0,139958,8154E62F0,23.78,US Dollar,23.78,US Dollar,Reinvestment,0
2022/08/01 00:04,7818,803C2F6E0,128242,82EA81F00,8761.73,US Dollar,8761.73,US Dollar,Credit Card,0
